fuel_type,manufacturing_year,vehicle_age,pricein_lakhs
Gasoline,2018.0,7.0,"$34,700"
Gasoline,2022.0,3.0,"$54,543"
Gasoline,2019.0,6.0,"$59,598"
Gasoline,2021.0,4.0,"$24,995"
Hybrid,2022.0,3.0,"$104,999"
Gasoline,2018.0,7.0,"$57,500"
Gasoline,2018.0,7.0,"$23,105"
Hybrid,2022.0,3.0,"$39,500"
Gasoline,2021.0,4.0,"$42,242"
Gasoline,2005.0,20.0,"$7,995"
Gasoline,2017.0,8.0,"$35,750"
Gasoline,2022.0,3.0,"$114,900"
Hybrid,2022.0,3.0,"$22,945"
Gasoline,2017.0,8.0,"$38,000"
Gasoline,2012.0,13.0,"$22,222"
Gasoline,2018.0,7.0,"$47,645"
Gasoline,2003.0,22.0,"$14,250"
Gasoline,2018.0,7.0,"$50,000"
Gasoline,2008.0,17.0,"$31,000"
Gasoline,2016.0,9.0,"$29,500"
Gasoline,2021.0,4.0,"$157,500"
Gasoline,2023.0,2.0,"$195,000"
E85 Flex Fuel,2017.0,8.0,"$13,000"
Gasoline,2018.0,7.0,"$243,900"
Gasoline,2010.0,15.0,"$30,000"
Gasoline,2020.0,5.0,"$66,000"
Gasoline,2016.0,9.0,"$33,999"
Gasoline,2003.0,22.0,"$32,000"
Gasoline,2022.0,3.0,"$279,000"
Gasoline,2015.0,10.0,"$15,999"
Gasoline,2019.0,6.0,"$79,500"
Gasoline,2011.0,14.0,"$9,250"
Gasoline,2007.0,18.0,"$9,999"
Hybrid,2023.0,2.0,"$71,400"
Gasoline,2021.0,4.0,"$57,900"
Hybrid,2022.0,3.0,"$52,598"
Gasoline,2019.0,6.0,"$22,500"
Gasoline,2019.0,6.0,"$32,990"
Gasoline,2020.0,5.0,"$70,000"
Gasoline,2014.0,11.0,"$30,000"
Gasoline,2021.0,4.0,"$55,000"
Gasoline,2021.0,4.0,"$46,850"
Gasoline,2013.0,12.0,"$70,000"
Diesel,2013.0,12.0,"$54,995"
Gasoline,1998.0,27.0,"$12,490"
Gasoline,2013.0,12.0,"$20,500"
Gasoline,2016.0,9.0,"$25,000"
Plug-In Hybrid,2022.0,3.0,"$47,000"
E85 Flex Fuel,2018.0,7.0,"$20,900"
Gasoline,2010.0,15.0,"$10,000"
Gasoline,2013.0,12.0,"$17,999"
Gasoline,2002.0,23.0,"$5,230"
Gasoline,2021.0,4.0,"$52,000"
Diesel,2015.0,10.0,"$29,000"
Gasoline,2008.0,17.0,"$11,990"
Gasoline,2015.0,10.0,"$26,999"
Gasoline,2015.0,10.0,"$21,500"
Gasoline,2015.0,10.0,"$19,000"
Gasoline,2003.0,22.0,"$10,700"
Gasoline,2015.0,10.0,"$21,000"
Gasoline,2008.0,17.0,"$30,000"
Gasoline,2007.0,18.0,"$53,999"
E85 Flex Fuel,2015.0,10.0,"$17,200"
Gasoline,2009.0,16.0,"$8,700"
Diesel,2003.0,22.0,"$30,000"
Gasoline,2004.0,21.0,"$8,500"
Gasoline,2017.0,8.0,"$47,500"
Hybrid,2019.0,6.0,"$48,500"
Gasoline,2016.0,9.0,"$24,000"
Gasoline,2022.0,3.0,"$49,000"
Gasoline,2021.0,4.0,"$42,388"
Gasoline,2013.0,12.0,"$12,500"
Gasoline,1999.0,26.0,"$3,500"
Gasoline,2018.0,7.0,"$39,853"
Gasoline,2022.0,3.0,"$61,900"
Gasoline,2017.0,8.0,"$17,550"
Gasoline,2010.0,15.0,"$109,499"
Gasoline,2011.0,14.0,"$18,500"
Gasoline,2016.0,9.0,"$30,000"
Gasoline,2013.0,12.0,"$16,000"
Gasoline,2008.0,17.0,"$29,000"
Gasoline,2015.0,10.0,"$28,000"
Gasoline,2010.0,15.0,"$15,500"
Gasoline,2014.0,11.0,"$16,500"
E85 Flex Fuel,2010.0,15.0,"$9,500"
Gasoline,2008.0,17.0,"$5,699"
Gasoline,2021.0,4.0,"$26,999"
Gasoline,2010.0,15.0,"$10,340"
Gasoline,2018.0,7.0,"$35,500"
Gasoline,2016.0,9.0,"$20,000"
Gasoline,2022.0,3.0,"$60,000"
Gasoline,2020.0,5.0,"$35,470"
Gasoline,2022.0,3.0,"$46,599"
Gasoline,2005.0,20.0,"$13,046"
Gasoline,2019.0,6.0,"$25,884"
Gasoline,2023.0,2.0,"$59,900"
Hybrid,2020.0,5.0,"$83,999"
Gasoline,2017.0,8.0,"$15,750"
Gasoline,2023.0,2.0,"$175,000"
Gasoline,2019.0,6.0,"$48,295"
Gasoline,2008.0,17.0,"$18,500"
Gasoline,2012.0,13.0,"$19,900"
Gasoline,2008.0,17.0,"$8,000"
Gasoline,2008.0,17.0,"$8,500"
Gasoline,1999.0,26.0,"$12,250"
Gasoline,2019.0,6.0,"$25,000"
Gasoline,2017.0,8.0,"$105,000"
Gasoline,2016.0,9.0,"$62,900"
Gasoline,2015.0,10.0,"$23,500"
Gasoline,2015.0,10.0,"$17,999"
Gasoline,2017.0,8.0,"$58,000"
Gasoline,2013.0,12.0,"$10,000"
Gasoline,2006.0,19.0,"$4,000"
Gasoline,2008.0,17.0,"$5,000"
Gasoline,2015.0,10.0,"$14,900"
Gasoline,2022.0,3.0,"$27,875"
Gasoline,2003.0,22.0,"$34,995"
Gasoline,2021.0,4.0,"$23,800"
Gasoline,2002.0,23.0,"$15,000"
Gasoline,2012.0,13.0,"$14,500"
Gasoline,2023.0,2.0,"$53,000"
Gasoline,2006.0,19.0,"$14,500"
Gasoline,2023.0,2.0,"$84,000"
Gasoline,2016.0,9.0,"$24,000"
Gasoline,2019.0,6.0,"$24,000"
Gasoline,2023.0,2.0,"$57,000"
Gasoline,2021.0,4.0,"$56,900"
Diesel,2009.0,16.0,"$28,900"
Gasoline,2017.0,8.0,"$24,998"
Gasoline,2016.0,9.0,"$22,000"
Gasoline,2016.0,9.0,"$39,000"
Gasoline,2022.0,3.0,"$65,994"
Gasoline,2012.0,13.0,"$19,000"
Gasoline,2022.0,3.0,"$65,500"
Gasoline,2022.0,3.0,"$46,000"
Gasoline,2020.0,5.0,"$46,998"
Gasoline,2006.0,19.0,"$14,990"
Gasoline,2003.0,22.0,"$22,000"
Gasoline,2023.0,2.0,"$67,800"
Gasoline,2008.0,17.0,"$8,900"
Gasoline,2004.0,21.0,"$7,500"
Gasoline,2013.0,12.0,"$21,995"
Gasoline,2017.0,8.0,"$20,784"
Gasoline,2014.0,11.0,"$20,000"
Gasoline,2013.0,12.0,"$31,450"
Gasoline,2017.0,8.0,"$24,200"
Gasoline,2011.0,14.0,"$11,000"
Gasoline,2018.0,7.0,"$599,000"
Gasoline,2002.0,23.0,"$15,999"
Gasoline,2023.0,2.0,"$56,998"
Gasoline,2006.0,19.0,"$19,500"
Gasoline,2022.0,3.0,"$27,450"
Gasoline,2019.0,6.0,"$209,900"
Gasoline,2023.0,2.0,"$77,430"
Gasoline,2021.0,4.0,"$43,666"
Gasoline,2021.0,4.0,"$70,250"
Gasoline,2007.0,18.0,"$9,000"
Gasoline,2008.0,17.0,"$21,000"
Gasoline,2020.0,5.0,"$35,000"
Gasoline,2019.0,6.0,"$80,140"
Gasoline,2021.0,4.0,"$32,999"
Plug-In Hybrid,2018.0,7.0,"$24,995"
Gasoline,2016.0,9.0,"$18,400"
Diesel,2004.0,21.0,"$20,500"
Gasoline,2015.0,10.0,"$20,150"
Gasoline,2017.0,8.0,"$8,750"
Gasoline,2010.0,15.0,"$22,500"
Gasoline,2015.0,10.0,"$11,500"
Gasoline,2008.0,17.0,"$28,500"
Gasoline,2014.0,11.0,"$19,250"
Gasoline,2022.0,3.0,"$65,999"
Gasoline,2010.0,15.0,"$17,500"
Gasoline,2021.0,4.0,"$38,998"
Gasoline,2008.0,17.0,"$10,000"
Gasoline,2014.0,11.0,"$18,000"
Gasoline,2011.0,14.0,"$7,000"
Gasoline,2009.0,16.0,"$3,000"
Gasoline,2015.0,10.0,"$11,995"
Gasoline,2012.0,13.0,"$11,000"
Hybrid,2018.0,7.0,"$35,700"
Gasoline,2018.0,7.0,"$37,900"
Gasoline,2017.0,8.0,"$84,500"
Gasoline,2013.0,12.0,"$8,500"
Gasoline,2020.0,5.0,"$36,999"
Gasoline,2016.0,9.0,"$19,500"
Gasoline,2004.0,21.0,"$5,500"
Gasoline,2021.0,4.0,"$36,000"
Gasoline,2021.0,4.0,"$37,000"
Gasoline,2021.0,4.0,"$51,798"
Gasoline,2019.0,6.0,"$28,900"
E85 Flex Fuel,2019.0,6.0,"$36,500"
Gasoline,2013.0,12.0,"$10,000"
Gasoline,2011.0,14.0,"$20,900"
Gasoline,2013.0,12.0,"$17,000"
Diesel,2022.0,3.0,"$74,500"
Gasoline,2017.0,8.0,"$55,600"
Gasoline,1998.0,27.0,"$6,999"
Gasoline,2005.0,20.0,"$24,900"
Gasoline,2006.0,19.0,"$42,000"
Gasoline,2022.0,3.0,"$39,998"
Gasoline,2011.0,14.0,"$10,999"
Gasoline,2022.0,3.0,"$46,999"
Gasoline,2020.0,5.0,"$299,000"
Gasoline,2004.0,21.0,"$7,999"
Gasoline,2020.0,5.0,"$54,999"
Hybrid,2022.0,3.0,"$85,000"
Gasoline,2016.0,9.0,"$254,900"
E85 Flex Fuel,2016.0,9.0,"$36,800"
Gasoline,2022.0,3.0,"$229,000"
Gasoline,2021.0,4.0,"$56,900"
Gasoline,2022.0,3.0,"$33,000"
Gasoline,2019.0,6.0,"$91,000"
Gasoline,2010.0,15.0,"$8,000"
Hybrid,2009.0,16.0,"$6,999"
Gasoline,2007.0,18.0,"$9,750"
Gasoline,2016.0,9.0,"$19,500"
Gasoline,2008.0,17.0,"$7,200"
Gasoline,2012.0,13.0,"$36,949"
Gasoline,2022.0,3.0,"$179,900"
Diesel,2022.0,3.0,"$77,535"
Gasoline,2011.0,14.0,"$8,300"
Gasoline,2018.0,7.0,"$22,999"
Gasoline,2019.0,6.0,"$37,000"
Gasoline,2014.0,11.0,"$72,999"
Gasoline,2011.0,14.0,"$35,000"
Gasoline,2015.0,10.0,"$42,800"
Gasoline,2020.0,5.0,"$52,900"
Gasoline,2001.0,24.0,"$21,000"
Gasoline,2022.0,3.0,"$57,352"
Gasoline,2020.0,5.0,"$469,900"
Hybrid,2022.0,3.0,"$139,500"
Gasoline,2011.0,14.0,"$9,999"
Gasoline,2015.0,10.0,"$15,000"
Gasoline,2017.0,8.0,"$32,999"
Gasoline,2014.0,11.0,"$12,999"
Gasoline,2017.0,8.0,"$31,000"
Gasoline,2016.0,9.0,"$13,999"
Gasoline,2018.0,7.0,"$35,000"
Gasoline,2016.0,9.0,"$21,500"
Gasoline,2012.0,13.0,"$15,000"
Gasoline,2020.0,5.0,"$38,000"
Gasoline,2017.0,8.0,"$30,000"
Gasoline,2017.0,8.0,"$26,500"
Gasoline,2013.0,12.0,"$9,999"
Gasoline,2016.0,9.0,"$49,999"
Gasoline,2020.0,5.0,"$31,450"
–,2023.0,2.0,"$599,995"
Gasoline,2016.0,9.0,"$30,490"
Gasoline,2020.0,5.0,"$35,200"
Gasoline,2000.0,25.0,"$35,000"
Gasoline,2021.0,4.0,"$41,329"
Gasoline,2023.0,2.0,"$54,000"
Gasoline,2022.0,3.0,"$68,420"
Hybrid,2023.0,2.0,"$91,995"
Gasoline,2001.0,24.0,"$28,500"
Gasoline,2023.0,2.0,"$43,900"
E85 Flex Fuel,2004.0,21.0,"$12,998"
Gasoline,2013.0,12.0,"$28,000"
Gasoline,2018.0,7.0,"$42,995"
Gasoline,2011.0,14.0,"$74,000"
Gasoline,2007.0,18.0,"$3,000"
Gasoline,2007.0,18.0,"$8,500"
Gasoline,2011.0,14.0,"$14,000"
Gasoline,2016.0,9.0,"$36,995"
Gasoline,2012.0,13.0,"$38,500"
Gasoline,2019.0,6.0,"$51,900"
Diesel,2018.0,7.0,"$52,889"
Gasoline,2015.0,10.0,"$49,995"
Gasoline,2021.0,4.0,"$21,900"
Gasoline,2018.0,7.0,"$53,499"
Gasoline,2017.0,8.0,"$32,324"
Gasoline,2019.0,6.0,"$27,500"
Gasoline,2017.0,8.0,"$23,750"
Gasoline,2019.0,6.0,"$27,900"
–,2018.0,7.0,"$25,000"
E85 Flex Fuel,2012.0,13.0,"$18,000"
Gasoline,2014.0,11.0,"$12,000"
Gasoline,2020.0,5.0,"$26,999"
Gasoline,2012.0,13.0,"$37,900"
Gasoline,2021.0,4.0,"$57,480"
Gasoline,2007.0,18.0,"$10,995"
Gasoline,2016.0,9.0,"$26,500"
E85 Flex Fuel,2007.0,18.0,"$10,750"
Gasoline,2008.0,17.0,"$6,999"
Gasoline,2017.0,8.0,"$17,500"
Gasoline,2021.0,4.0,"$77,900"
Gasoline,2016.0,9.0,"$16,500"
Gasoline,2013.0,12.0,"$15,500"
Gasoline,2021.0,4.0,"$47,000"
Gasoline,2018.0,7.0,"$59,800"
Gasoline,2020.0,5.0,"$43,500"
Gasoline,2019.0,6.0,"$23,754"
Gasoline,2021.0,4.0,"$29,600"
Diesel,2017.0,8.0,"$50,000"
Gasoline,2021.0,4.0,"$51,000"
Gasoline,2009.0,16.0,"$5,100"
Gasoline,2019.0,6.0,"$19,500"
Gasoline,2015.0,10.0,"$18,950"
Gasoline,2004.0,21.0,"$7,900"
Hybrid,2019.0,6.0,"$44,950"
E85 Flex Fuel,2017.0,8.0,"$45,985"
Gasoline,2013.0,12.0,"$5,500"
Gasoline,2020.0,5.0,"$29,900"
Gasoline,2018.0,7.0,"$35,000"
Gasoline,2015.0,10.0,"$24,000"
Gasoline,2020.0,5.0,"$49,995"
Gasoline,2002.0,23.0,"$4,999"
Gasoline,2021.0,4.0,"$279,900"
Gasoline,2014.0,11.0,"$12,500"
Gasoline,2008.0,17.0,"$23,500"
Gasoline,2008.0,17.0,"$13,000"
–,1995.0,30.0,"$10,999"
Gasoline,2016.0,9.0,"$48,600"
Gasoline,2016.0,9.0,"$17,500"
Gasoline,2014.0,11.0,"$11,250"
Gasoline,2023.0,2.0,"$48,998"
Gasoline,2021.0,4.0,"$72,900"
Gasoline,2019.0,6.0,"$41,500"
Gasoline,2013.0,12.0,"$13,000"
Gasoline,2022.0,3.0,"$77,900"
Gasoline,2011.0,14.0,"$4,000"
Gasoline,2024.0,1.0,"$145,000"
Gasoline,2013.0,12.0,"$6,500"
Gasoline,2018.0,7.0,"$60,000"
Gasoline,2023.0,2.0,"$279,950"
Gasoline,2020.0,5.0,"$117,900"
Diesel,2014.0,11.0,"$22,500"
Gasoline,2019.0,6.0,"$30,000"
Hybrid,2019.0,6.0,"$83,000"
Gasoline,2017.0,8.0,"$30,000"
Gasoline,2016.0,9.0,"$18,000"
Gasoline,2018.0,7.0,"$26,000"
Gasoline,2023.0,2.0,"$117,500"
Gasoline,2017.0,8.0,"$26,000"
Gasoline,2019.0,6.0,"$30,500"
Gasoline,2021.0,4.0,"$32,455"
Gasoline,2017.0,8.0,"$37,000"
Gasoline,2022.0,3.0,"$41,598"
Gasoline,2017.0,8.0,"$23,000"
Gasoline,2016.0,9.0,"$19,500"
Gasoline,2001.0,24.0,"$10,500"
Gasoline,2015.0,10.0,"$29,500"
Gasoline,2020.0,5.0,"$33,364"
Gasoline,2013.0,12.0,"$29,000"
Gasoline,2017.0,8.0,"$28,450"
Gasoline,2012.0,13.0,"$17,999"
Gasoline,2007.0,18.0,"$17,900"
Gasoline,2015.0,10.0,"$51,950"
Gasoline,2018.0,7.0,"$40,950"
Gasoline,2019.0,6.0,"$45,950"
Gasoline,2010.0,15.0,"$6,699"
Gasoline,2015.0,10.0,"$12,000"
Gasoline,2011.0,14.0,"$27,000"
E85 Flex Fuel,2014.0,11.0,"$10,995"
Gasoline,2015.0,10.0,"$19,425"
Gasoline,2021.0,4.0,"$39,798"
Gasoline,2015.0,10.0,"$19,500"
Gasoline,2015.0,10.0,"$26,900"
Gasoline,2016.0,9.0,"$32,000"
Hybrid,2011.0,14.0,"$20,995"
Gasoline,2019.0,6.0,"$27,998"
Gasoline,2019.0,6.0,"$29,000"
Hybrid,2022.0,3.0,"$39,998"
Gasoline,2017.0,8.0,"$65,000"
Gasoline,2012.0,13.0,"$12,700"
Gasoline,2020.0,5.0,"$61,599"
Gasoline,2014.0,11.0,"$15,000"
Gasoline,2012.0,13.0,"$12,980"
E85 Flex Fuel,2014.0,11.0,"$22,500"
Gasoline,2018.0,7.0,"$20,000"
Gasoline,2019.0,6.0,"$32,368"
Gasoline,2018.0,7.0,"$74,900"
Gasoline,2014.0,11.0,"$41,500"
Gasoline,2019.0,6.0,"$42,000"
–,1993.0,32.0,"$7,000"
Gasoline,2017.0,8.0,"$42,500"
E85 Flex Fuel,2014.0,11.0,"$9,499"
Gasoline,2020.0,5.0,"$49,995"
Gasoline,2008.0,17.0,"$11,500"
Gasoline,2012.0,13.0,"$16,000"
Gasoline,2022.0,3.0,"$28,000"
Gasoline,2019.0,6.0,"$27,500"
Gasoline,2023.0,2.0,"$41,998"
Gasoline,2021.0,4.0,"$72,950"
Gasoline,2020.0,5.0,"$27,500"
Gasoline,2018.0,7.0,"$15,900"
Gasoline,2001.0,24.0,"$8,000"
Gasoline,2017.0,8.0,"$45,999"
Gasoline,2022.0,3.0,"$38,999"
Gasoline,2006.0,19.0,"$5,995"
Gasoline,2021.0,4.0,"$38,998"
Gasoline,2007.0,18.0,"$23,977"
Gasoline,2020.0,5.0,"$31,650"
Gasoline,2015.0,10.0,"$25,000"
Gasoline,2013.0,12.0,"$77,999"
Gasoline,2015.0,10.0,"$30,500"
Gasoline,2022.0,3.0,"$86,999"
Gasoline,2015.0,10.0,"$24,995"
Gasoline,2007.0,18.0,"$6,250"
E85 Flex Fuel,2012.0,13.0,"$46,999"
Gasoline,2023.0,2.0,"$64,900"
Gasoline,2014.0,11.0,"$15,495"
Gasoline,2020.0,5.0,"$45,480"
Gasoline,2009.0,16.0,"$20,000"
Gasoline,2009.0,16.0,"$71,999"
Gasoline,2007.0,18.0,"$16,000"
Gasoline,2021.0,4.0,"$54,999"
Gasoline,2015.0,10.0,"$95,000"
Gasoline,2021.0,4.0,"$105,000"
Gasoline,2012.0,13.0,"$4,900"
Gasoline,2020.0,5.0,"$47,449"
Gasoline,2018.0,7.0,"$41,250"
Gasoline,2021.0,4.0,"$39,995"
Gasoline,2015.0,10.0,"$20,950"
Gasoline,2004.0,21.0,"$8,950"
Gasoline,2018.0,7.0,"$59,000"
Gasoline,2021.0,4.0,"$159,000"
Gasoline,2003.0,22.0,"$11,500"
Gasoline,2021.0,4.0,"$81,500"
Gasoline,2022.0,3.0,"$51,900"
Gasoline,2014.0,11.0,"$13,000"
Gasoline,2015.0,10.0,"$24,440"
Gasoline,2003.0,22.0,"$15,000"
Gasoline,2007.0,18.0,"$3,995"
Gasoline,2012.0,13.0,"$22,500"
Gasoline,2007.0,18.0,"$6,750"
Gasoline,2004.0,21.0,"$13,500"
Gasoline,2011.0,14.0,"$4,000"
Gasoline,2018.0,7.0,"$30,000"
Gasoline,2016.0,9.0,"$19,000"
Gasoline,2008.0,17.0,"$15,999"
–,1993.0,32.0,"$4,200"
Gasoline,2010.0,15.0,"$9,985"
Gasoline,2021.0,4.0,"$50,000"
Gasoline,2022.0,3.0,"$47,000"
Gasoline,2003.0,22.0,"$12,500"
Gasoline,2014.0,11.0,"$41,500"
Gasoline,2016.0,9.0,"$399,900"
Gasoline,2016.0,9.0,"$65,000"
Gasoline,2009.0,16.0,"$57,000"
Gasoline,2011.0,14.0,"$94,900"
Gasoline,2020.0,5.0,"$32,000"
Gasoline,2016.0,9.0,"$22,000"
Gasoline,2011.0,14.0,"$27,500"
Gasoline,2008.0,17.0,"$14,500"
Gasoline,2006.0,19.0,"$17,000"
Plug-In Hybrid,2022.0,3.0,"$66,000"
Gasoline,2016.0,9.0,"$22,000"
Gasoline,2016.0,9.0,"$27,899"
Gasoline,2017.0,8.0,"$50,000"
Gasoline,2013.0,12.0,"$20,000"
Gasoline,2018.0,7.0,"$27,500"
Gasoline,2017.0,8.0,"$27,499"
Gasoline,2018.0,7.0,"$49,000"
Gasoline,2018.0,7.0,"$30,500"
Gasoline,2006.0,19.0,"$129,000"
Gasoline,2014.0,11.0,"$16,700"
Gasoline,2019.0,6.0,"$36,500"
Gasoline,1998.0,27.0,"$11,995"
Gasoline,2017.0,8.0,"$21,000"
Gasoline,2019.0,6.0,"$28,998"
Gasoline,2016.0,9.0,"$31,950"
Gasoline,2017.0,8.0,"$29,000"
Hybrid,2019.0,6.0,"$19,395"
Gasoline,2011.0,14.0,"$12,975"
Gasoline,2019.0,6.0,"$27,000"
Gasoline,2019.0,6.0,"$24,991"
Gasoline,2013.0,12.0,"$34,900"
Gasoline,2022.0,3.0,"$78,500"
Gasoline,1999.0,26.0,"$16,370"
Gasoline,2021.0,4.0,"$172,900"
Gasoline,2022.0,3.0,"$44,998"
Gasoline,2015.0,10.0,"$28,000"
Diesel,2022.0,3.0,"$200,000"
Gasoline,2004.0,21.0,"$13,000"
Gasoline,2002.0,23.0,"$12,500"
Gasoline,2019.0,6.0,"$76,700"
Gasoline,2011.0,14.0,"$50,900"
Gasoline,2015.0,10.0,"$23,000"
Gasoline,2022.0,3.0,"$28,495"
Gasoline,2000.0,25.0,"$9,950"
Gasoline,2019.0,6.0,"$38,999"
Gasoline,2017.0,8.0,"$19,995"
Gasoline,2022.0,3.0,"$29,182"
Gasoline,2022.0,3.0,"$84,995"
Gasoline,2022.0,3.0,"$104,900"
Gasoline,2021.0,4.0,"$60,998"
Gasoline,2017.0,8.0,"$113,000"
E85 Flex Fuel,2015.0,10.0,"$12,700"
Gasoline,2003.0,22.0,"$17,500"
Gasoline,2020.0,5.0,"$62,450"
Hybrid,2021.0,4.0,"$62,000"
Gasoline,2012.0,13.0,"$19,950"
Gasoline,2012.0,13.0,"$17,000"
Gasoline,2015.0,10.0,"$14,000"
Gasoline,2013.0,12.0,"$24,000"
Gasoline,2018.0,7.0,"$45,023"
Gasoline,2015.0,10.0,"$19,996"
Hybrid,2020.0,5.0,"$55,000"
Hybrid,2020.0,5.0,"$72,598"
Gasoline,2008.0,17.0,"$35,000"
Gasoline,2006.0,19.0,"$4,000"
Gasoline,2009.0,16.0,"$65,700"
Gasoline,2008.0,17.0,"$4,900"
Gasoline,2021.0,4.0,"$99,900"
Gasoline,2023.0,2.0,"$54,000"
Gasoline,2018.0,7.0,"$42,900"
Gasoline,2019.0,6.0,"$39,900"
Gasoline,2018.0,7.0,"$60,867"
Gasoline,2023.0,2.0,"$172,000"
Gasoline,2019.0,6.0,"$29,000"
Gasoline,2015.0,10.0,"$33,900"
Gasoline,2023.0,2.0,"$69,000"
E85 Flex Fuel,2007.0,18.0,"$16,499"
Gasoline,2013.0,12.0,"$45,000"
Hybrid,2020.0,5.0,"$52,500"
Gasoline,2019.0,6.0,"$32,471"
Gasoline,2023.0,2.0,"$38,598"
Gasoline,2023.0,2.0,"$145,000"
Gasoline,2005.0,20.0,"$4,999"
Gasoline,2021.0,4.0,"$41,950"
Gasoline,2017.0,8.0,"$59,200"
Hybrid,2012.0,13.0,"$14,945"
Gasoline,2015.0,10.0,"$17,000"
Gasoline,2022.0,3.0,"$56,999"
Gasoline,2022.0,3.0,"$33,499"
Gasoline,2020.0,5.0,"$55,998"
Gasoline,2018.0,7.0,"$44,700"
Gasoline,2013.0,12.0,"$29,995"
Hybrid,2013.0,12.0,"$9,000"
Gasoline,2016.0,9.0,"$103,900"
Gasoline,2020.0,5.0,"$28,900"
Gasoline,2023.0,2.0,"$124,999"
E85 Flex Fuel,2017.0,8.0,"$37,999"
Gasoline,2021.0,4.0,"$29,000"
Gasoline,2021.0,4.0,"$40,999"
Gasoline,2008.0,17.0,"$31,000"
Gasoline,2022.0,3.0,"$99,999"
Gasoline,2014.0,11.0,"$32,450"
Gasoline,2013.0,12.0,"$20,999"
Gasoline,2019.0,6.0,"$49,936"
Gasoline,2020.0,5.0,"$41,999"
Hybrid,2018.0,7.0,"$23,995"
Gasoline,2022.0,3.0,"$47,999"
Gasoline,2001.0,24.0,"$25,000"
Gasoline,2014.0,11.0,"$21,000"
Hybrid,2023.0,2.0,"$82,500"
Gasoline,2016.0,9.0,"$32,950"
Gasoline,2010.0,15.0,"$9,450"
Diesel,2019.0,6.0,"$58,500"
Plug-In Hybrid,2023.0,2.0,"$31,500"
Gasoline,2014.0,11.0,"$16,975"
Gasoline,2015.0,10.0,"$55,000"
Gasoline,2017.0,8.0,"$31,950"
Hybrid,2019.0,6.0,"$41,899"
Hybrid,2023.0,2.0,"$48,698"
Gasoline,2017.0,8.0,"$31,000"
Gasoline,2015.0,10.0,"$8,500"
Gasoline,2005.0,20.0,"$22,500"
Gasoline,2013.0,12.0,"$21,000"
Gasoline,2023.0,2.0,"$48,000"
Diesel,2019.0,6.0,"$52,500"
Gasoline,2017.0,8.0,"$75,000"
Gasoline,2018.0,7.0,"$54,000"
Gasoline,2017.0,8.0,"$55,000"
Gasoline,2012.0,13.0,"$5,500"
Gasoline,2010.0,15.0,"$22,000"
Diesel,2016.0,9.0,"$33,490"
Diesel,2019.0,6.0,"$73,500"
Gasoline,2015.0,10.0,"$25,650"
Gasoline,2018.0,7.0,"$30,950"
Gasoline,2015.0,10.0,"$7,599"
Gasoline,2014.0,11.0,"$18,995"
Gasoline,2013.0,12.0,"$12,000"
Hybrid,2023.0,2.0,"$155,000"
–,1996.0,29.0,"$15,500"
Gasoline,2014.0,11.0,"$15,000"
Gasoline,2010.0,15.0,"$9,900"
Gasoline,2011.0,14.0,"$5,500"
Gasoline,2020.0,5.0,"$133,000"
Gasoline,2022.0,3.0,"$24,500"
Gasoline,2011.0,14.0,"$29,999"
Gasoline,2008.0,17.0,"$38,490"
Gasoline,2010.0,15.0,"$6,750"
Gasoline,2014.0,11.0,"$13,000"
Gasoline,2018.0,7.0,"$23,500"
Gasoline,2018.0,7.0,"$33,000"
Gasoline,2019.0,6.0,"$49,500"
Gasoline,2003.0,22.0,"$22,000"
Hybrid,2020.0,5.0,"$68,000"
Gasoline,2011.0,14.0,"$14,995"
Gasoline,2009.0,16.0,"$10,500"
Gasoline,2014.0,11.0,"$37,000"
Gasoline,2021.0,4.0,"$22,389"
E85 Flex Fuel,2012.0,13.0,"$8,500"
Gasoline,2013.0,12.0,"$23,900"
Gasoline,2007.0,18.0,"$14,950"
Gasoline,2019.0,6.0,"$36,950"
Gasoline,2012.0,13.0,"$40,000"
Gasoline,2016.0,9.0,"$20,999"
Gasoline,2017.0,8.0,"$32,900"
Gasoline,2016.0,9.0,"$45,000"
Gasoline,2017.0,8.0,"$47,000"
Gasoline,2015.0,10.0,"$27,500"
Gasoline,2014.0,11.0,"$19,000"
Hybrid,2022.0,3.0,"$40,798"
Gasoline,2014.0,11.0,"$17,999"
Gasoline,2017.0,8.0,"$19,800"
Gasoline,2022.0,3.0,"$45,999"
E85 Flex Fuel,2014.0,11.0,"$26,000"
Gasoline,2007.0,18.0,"$14,995"
Gasoline,2015.0,10.0,"$38,500"
Gasoline,2021.0,4.0,"$40,459"
Gasoline,2021.0,4.0,"$42,816"
Diesel,2015.0,10.0,"$29,995"
Gasoline,2002.0,23.0,"$10,400"
Gasoline,2015.0,10.0,"$37,500"
Gasoline,2019.0,6.0,"$35,998"
Gasoline,2010.0,15.0,"$11,000"
Gasoline,2015.0,10.0,"$13,500"
Gasoline,2016.0,9.0,"$33,995"
Gasoline,2015.0,10.0,"$32,000"
Gasoline,2016.0,9.0,"$50,999"
Gasoline,2009.0,16.0,"$12,500"
Gasoline,2020.0,5.0,"$29,999"
Gasoline,2017.0,8.0,"$32,000"
Gasoline,2020.0,5.0,"$43,250"
Gasoline,2001.0,24.0,"$6,500"
Gasoline,2022.0,3.0,"$49,700"
Gasoline,2018.0,7.0,"$147,500"
Gasoline,2016.0,9.0,"$23,999"
